unit_id,source_file,speaker,start_line,end_line,text,descriptive_codes,interpretive_codes,modality,constructs
U1781-2,Master Interviews Transcripts.txt,Pierre,3559,3559,"And it helped. I talked to someone in an e-mobility startup, someone in a medical device startup, someone in a robotics company. And I learned, roles are very different.",perceived effectiveness,interpretive context,general,effectiveness
U1782-1,Master Interviews Transcripts.txt,Anna,3560,3560,What did you learn about roles that mattered to your decision?,general career context,interpretive context,general,general
U1783-1,Master Interviews Transcripts.txt,Pierre,3561,3561,"That startup product designer can mean many things. Sometimes it is mostly CAD and prototypes, very hands-on. Sometimes it is UX and interfaces, more digital.",general career context,interpretive context,general,general
U1783-2,Master Interviews Transcripts.txt,Pierre,3561,3561,Sometimes it is a mix with product management. So I realized I need to be careful. I do not want to become only a graphic person.,general career context,interpretive context,general,general
U1783-3,Master Interviews Transcripts.txt,Pierre,3561,3561,I want to stay close to physical product.,general career context,interpretive context,general,general
U1784-1,Master Interviews Transcripts.txt,Anna,3562,3562,What were the main drivers of trust for you with this mentor?,trust/safety experience; human coaching experience; ai tool usage,interpretive context,hybrid,trust
U1785-1,Master Interviews Transcripts.txt,Pierre,3563,3563,"Competence, first. He understood my context, hardware, Germany. Second, honest feedback, like he did not just comfort me.",language barrier; emotional support; context sensitivity,human adds nuance and context; emotional support is limited,general,context; emotional support
U1785-2,Master Interviews Transcripts.txt,Pierre,3563,3563,"Third, confidentiality. He made it clear he is not connected to my company, and what we talk stays there. Fourth, he saw me as a person.",privacy concern,interpretive context,general,privacy
U1785-3,Master Interviews Transcripts.txt,Pierre,3563,3563,"He asked about my move to Germany, language, family pressure. And also structure. He gave tasks, like do this by next time, and we review.",language barrier; actionability/structure; context sensitivity,human adds nuance and context,general,context
U1786-1,Master Interviews Transcripts.txt,Anna,3564,3564,Was there anything that reduced trust at any point?,trust/safety experience,interpretive context,general,trust
U1787-1,Master Interviews Transcripts.txt,Pierre,3565,3565,Not really. Maybe sometimes he was too fast. Like he assumes you can just do things.,general career context,interpretive context,general,general
U1787-2,Master Interviews Transcripts.txt,Pierre,3565,3565,"But overall, trust was high.",trust/safety experience,interpretive context,general,trust
U1788-1,Master Interviews Transcripts.txt,Anna,3566,3566,"Did you ever have an experience where you trusted someone, but it was not effective?",trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1789-1,Master Interviews Transcripts.txt,Pierre,3567,3567,"Yes. A colleague at work, he is very kind, very supportive. He says, Pierre, you are talented, you should go for internal promotion.",emotional support,interpretive context,general,general
U1789-2,Master Interviews Transcripts.txt,Pierre,3567,3567,"He listened, he cared, so I trust him emotionally. But it was not effective because his advice was like, wait, be patient, it will come. And maybe it is true in corporate, but it did not give me steps.",trust/safety experience; perceived effectiveness; ai tool usage,trust depends on presence and empathy; emotional support is limited,ai,trust; effectiveness; emotional support
U1789-3,Master Interviews Transcripts.txt,Pierre,3567,3567,"It kept me in the same loop. So I trusted him, but it did not change anything.",trust/safety experience,interpretive context,general,trust
U1790-1,Master Interviews Transcripts.txt,Anna,3568,3568,"That distinction is helpful. When you think of effectiveness for the mentoring, how would you define it? What were your indicators?",perceived effectiveness; human coaching experience,interpretive context,human,effectiveness
U1791-1,Master Interviews Transcripts.txt,Pierre,3569,3569,"Effectiveness is, after sessions, I had clearer targets. Like I could say, okay, I want hardware startup in mobility or medical, not just any startup. And I had concrete actions: update portfolio, do informational interviews, prepare a story.",portfolio/case study feedback; perceived effectiveness; actionability/structure,effectiveness equals actionability,general,effectiveness; actionability
U1791-2,Master Interviews Transcripts.txt,Pierre,3569,3569,Also I felt more confidence because I had a plan. So effectiveness is clarity plus action plus confidence.,perceived effectiveness; actionability/structure,effectiveness equals actionability,general,effectiveness; actionability
U1792-1,Master Interviews Transcripts.txt,Anna,3570,3570,"Did mentoring influence your actual decisions, like did you apply somewhere?",human coaching experience,interpretive context,human,general
U1793-1,Master Interviews Transcripts.txt,Pierre,3571,3571,"I have not signed anything, but I did start applying. Like, I applied to two roles, and I got one first interview. It did not go further, but it was a good test.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U1793-2,Master Interviews Transcripts.txt,Pierre,3571,3571,"And I changed how I present myself, thanks to the mentor.",perceived effectiveness; human coaching experience,trust depends on presence and empathy,human,effectiveness
U1794-1,Master Interviews Transcripts.txt,Anna,3572,3572,"What happened in that interview, if you can share at a high level?",general career context,interpretive context,general,general
U1795-1,Master Interviews Transcripts.txt,Pierre,3573,3573,"It was a robotics startup. They asked, why you leave corporate. Before I would say, I want faster pace.",general career context,interpretive context,general,general
U1795-2,Master Interviews Transcripts.txt,Pierre,3573,3573,"Now I said, I want higher ownership and shorter feedback loops, and I have experience bringing design to production, which is valuable in hardware. And they reacted well. They said, okay, you understand constraints.",ai tool usage,interpretive context,ai,general
U1795-3,Master Interviews Transcripts.txt,Pierre,3573,3573,So that was a result.,general career context,interpretive context,general,general
U1796-1,Master Interviews Transcripts.txt,Anna,3574,3574,Sounds like the mentor influenced both your materials and your narrative.,human coaching experience; hybrid preference,interpretive context,hybrid,general
U1797-1,Master Interviews Transcripts.txt,Pierre,3575,3576,Yes. 5. AI tools: experience and trust,trust/safety experience; ai tool usage,interpretive context,ai,trust
U1798-1,Master Interviews Transcripts.txt,Anna,3577,3577,"Let us talk about AI tools. What have you used, and in what situations related to your career or work?",ai tool usage,interpretive context,ai,general
U1799-1,Master Interviews Transcripts.txt,Pierre,3578,3578,"I use AI mostly for ideation prompts and naming concepts. Like, if we have a new module and we want internal concept names, or if I am brainstorming themes for a design direction. Sometimes also for writing, like to clean up an email in English or German.",language barrier; ai tool usage,interpretive context,ai,general
U1799-2,Master Interviews Transcripts.txt,Pierre,3578,3578,But not so much for self reflection. Because I feel it flattens nuance.,general career context,interpretive context,general,general
U1800-1,Master Interviews Transcripts.txt,Anna,3579,3579,Can you walk me through a concrete moment where AI helped you a lot?,perceived effectiveness; ai tool usage; actionability/structure,effectiveness equals actionability,ai,effectiveness; actionability
U1801-1,Master Interviews Transcripts.txt,Pierre,3580,3580,"Yes. We had a workshop where we needed to propose three concept directions for a new device. It was like an industrial device that also has a user interface, like a small screen, buttons, indicator lights.",general career context,interpretive context,general,general
U1801-2,Master Interviews Transcripts.txt,Pierre,3580,3580,"And the brief was confusing. Many stakeholders, marketing, engineering, sales. Everyone wants different things.",general career context,interpretive context,general,general
U1802-1,Master Interviews Transcripts.txt,Anna,3581,3581,That sounds familiar to me,general career context,interpretive context,general,general
U1803-1,Master Interviews Transcripts.txt,Pierre,3582,3582,"Yes. So I used AI to generate, like, categories. I gave constraints: industrial environment, gloves, dust, need readability, and also brand values.",ai tool usage,interpretive context,ai,general
U1803-2,Master Interviews Transcripts.txt,Pierre,3582,3582,"And I asked, propose concept themes with adjectives and quick rationale. It gave me like, rugged clarity, calm precision, modular honesty, things like that. Some were generic, but some helped me create a structure.",perceived effectiveness; actionability/structure,template advice undermines trust,general,effectiveness
U1803-3,Master Interviews Transcripts.txt,Pierre,3582,3582,Then I took the best ones and made sketches. So it helped me go from chaos to a frame.,perceived effectiveness,interpretive context,general,effectiveness
U1804-1,Master Interviews Transcripts.txt,Anna,3583,3583,So it was more like a structuring and variation tool.,general career context,interpretive context,general,general
U1805-1,Master Interviews Transcripts.txt,Pierre,3584,3584,Exactly. Speed and variation.,general career context,interpretive context,general,general
U1806-1,Master Interviews Transcripts.txt,Anna,3585,3585,And naming concepts?,general career context,interpretive context,general,general
U1807-1,Master Interviews Transcripts.txt,Pierre,3586,3586,"Yes, naming is funny. We need internal names sometimes for prototypes. AI is good for that.",ai tool usage,interpretive context,ai,general
U1807-2,Master Interviews Transcripts.txt,Pierre,3586,3586,"Like you say, give me names inspired by Swabian engineering and simplicity, and it gives you lists. Some are ridiculous, but some work. And it saves time.",general career context,interpretive context,general,general
U1808-1,Master Interviews Transcripts.txt,Anna,3587,3587,"Can you think of a moment where AI did not help, or even made it worse?",ai tool usage,interpretive context,ai,general
U1809-1,Master Interviews Transcripts.txt,Pierre,3588,3588,"Yes. I tried to use it for career reflection once. I wrote a long prompt about my dilemma, corporate vs startup, fear of prestige, Stuttgart culture.",general career context,interpretive context,general,general
U1809-2,Master Interviews Transcripts.txt,Pierre,3588,3588,"And it responded with very generic advice, like, consider your values, make a pros and cons list, network, follow your passion. And I was like, yes, I know. It felt like a blog post.",general career context,template advice undermines trust,general,general
U1809-3,Master Interviews Transcripts.txt,Pierre,3588,3588,"It did not catch the nuance, like the specific signaling in German hardware.",language barrier,interpretive context,general,general
U1810-1,Master Interviews Transcripts.txt,Anna,3589,3589,What nuance did you feel was missing?,general career context,interpretive context,general,general
U1811-1,Master Interviews Transcripts.txt,Pierre,3590,3590,"The cultural nuance. Like in Stuttgart, startups are often connected to corporates. So it is not like Berlin.",general career context,interpretive context,general,general
U1811-2,Master Interviews Transcripts.txt,Pierre,3590,3590,"Also the design nuance, like in hardware, you cannot just iterate weekly. And also personal nuance, like my identity as a French person here, language, credibility. AI makes it smooth, but too smooth.",language barrier; ai tool usage,human adds nuance and context,ai,context
U1812-1,Master Interviews Transcripts.txt,Anna,3591,3591,How would you describe your trust in AI tools for these different tasks?,trust/safety experience; ai tool usage,interpretive context,ai,trust
U1813-1,Master Interviews Transcripts.txt,Pierre,3592,3592,"I trust AI for speed and for brainstorming, like generating options. But I do not trust its taste. Like in design, taste matters.",trust/safety experience; ai tool usage,interpretive context,ai,trust
U1813-2,Master Interviews Transcripts.txt,Pierre,3592,3592,"AI suggestions can be same-y, like average. And I do not trust it for high stakes decisions, because it does not know the real constraints, and it can be confidently wrong.",trust/safety experience; ai tool usage,interpretive context,ai,trust
U1814-1,Master Interviews Transcripts.txt,Anna,3593,3593,Do you have concerns about privacy or data when using AI?,privacy concern; ai tool usage,privacy caution limits disclosure,ai,privacy
U1815-1,Master Interviews Transcripts.txt,Pierre,3594,3594,"Yes, a bit. At work, we are careful. We do not put confidential details.",privacy concern; ai tool usage,interpretive context,ai,privacy
U1815-2,Master Interviews Transcripts.txt,Pierre,3594,3594,"For personal career, I also do not want to put too much personal detail. But my main issue is not privacy, it is quality and nuance.",privacy concern; ai tool usage,privacy caution limits disclosure,ai,privacy
U1816-1,Master Interviews Transcripts.txt,Anna,3595,3595,"Did you ever use AI for job applications, like CV wording?",cv wording; ai tool usage,ai useful for production tasks,ai,general
U1817-1,Master Interviews Transcripts.txt,Pierre,3596,3596,"A little bit. I used it to rewrite bullet points, like make it more concise. That was helpful.",cv wording,ai useful for production tasks,general,general
U1817-2,Master Interviews Transcripts.txt,Pierre,3596,3596,"But I had to correct, because it sometimes makes claims too strong. Like it says, led cross functional teams, and I am like, no, I collaborated, I did not lead.",ai tool usage,interpretive context,ai,general
U1818-1,Master Interviews Transcripts.txt,Anna,3597,3597,That is an interesting trust boundary.,trust/safety experience,interpretive context,general,trust
U1819-1,Master Interviews Transcripts.txt,Pierre,3598,3598,"Yes, it tends to exaggerate.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U1820-1,Master Interviews Transcripts.txt,Anna,3599,3599,"Can you think of an example where AI was effective for you, but you did not fully trust it?",trust/safety experience; perceived effectiveness; ai tool usage,interpretive context,ai,trust; effectiveness
U1821-1,Master Interviews Transcripts.txt,Pierre,3600,3600,"Yes. The naming example. We needed a name for a concept, internal only, but it mattered for the presentation because it frames perception.",general career context,trust depends on presence and empathy,general,general
U1821-2,Master Interviews Transcripts.txt,Pierre,3600,3600,"AI gave a name that actually worked, it fit the concept. We used it. It was effective.",perceived effectiveness; ai tool usage; matching/fit,matching drives trust,ai,effectiveness
U1821-3,Master Interviews Transcripts.txt,Pierre,3600,3600,"But I did not fully trust it because it felt shallow, like it did not understand the deeper design intent, it just combined words.",trust/safety experience,interpretive context,general,trust
U1822-1,Master Interviews Transcripts.txt,Anna,3601,3601,That fits the idea of effective but not fully trusted.,trust/safety experience; perceived effectiveness; matching/fit,matching drives trust,general,trust; effectiveness
U1823-1,Master Interviews Transcripts.txt,Pierre,3602,3602,Exactly.,general career context,interpretive context,general,general
U1824-1,Master Interviews Transcripts.txt,Anna,3603,3603,"And the opposite, trusted but not effective, you already mentioned your colleague.",trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1825-1,Master Interviews Transcripts.txt,Pierre,3604,3605,Yes. 6. Human vs AI comparison via specific tasks,human coaching experience; ai tool usage,interpretive context,hybrid,general
U1826-1,Master Interviews Transcripts.txt,Anna,3606,3606,"I want to compare human mentoring and AI tools through specific tasks. I will name a task, and you tell me what you would prefer and why. First task: clarifying career options.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1826-2,Master Interviews Transcripts.txt,Anna,3606,3606,"Like, what roles, what industries, what paths.",general career context,interpretive context,general,general
U1827-1,Master Interviews Transcripts.txt,Pierre,3607,3607,"For clarifying options, I would start with AI, because it is fast. Like, give me a map of roles in hardware startups, differences between industrial designer, mechanical design engineer, product manager, design strategist, whatever. It can give a good first overview.",ai tool usage,interpretive context,ai,general
U1827-2,Master Interviews Transcripts.txt,Pierre,3607,3607,"But then, I would want a human to validate and contextualize. Because AI can list roles, but it cannot tell you how it really looks in Stuttgart, or in a specific company.",human coaching experience; ai tool usage; context sensitivity,human adds nuance and context,hybrid,context
U1828-1,Master Interviews Transcripts.txt,Anna,3608,3608,"Second task: making a decision, like corporate vs startup.",general career context,interpretive context,general,general
U1829-1,Master Interviews Transcripts.txt,Pierre,3609,3609,"Human. Because that is not only information, it is identity and fear. A human can challenge you, and also read between lines.",human coaching experience,interpretive context,human,general
U1829-2,Master Interviews Transcripts.txt,Pierre,3609,3609,"AI cannot see when I am rationalizing. A mentor can say, you are using prestige as an excuse, or you are avoiding risk. AI is polite, it does not confront you in the same way.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1830-1,Master Interviews Transcripts.txt,Anna,3610,3610,Third task: building a concrete plan for the next six weeks.,actionability/structure,effectiveness equals actionability,general,actionability
U1831-1,Master Interviews Transcripts.txt,Pierre,3611,3611,"Hmm. Hybrid. AI can help structure, like a checklist: update portfolio, target list, networking, interviews, timeline.",portfolio/case study feedback; ai tool usage; hybrid preference,ai useful for production tasks,hybrid,actionability
U1831-2,Master Interviews Transcripts.txt,Pierre,3611,3611,"But a human can prioritise. Like, Pierre, stop perfecting visuals, focus on story. And a human can hold you accountable.",human coaching experience,interpretive context,human,general
U1832-1,Master Interviews Transcripts.txt,Anna,3612,3612,Fourth task: rewriting your CV and cover letter.,cv wording,interpretive context,general,general
U1833-1,Master Interviews Transcripts.txt,Pierre,3613,3613,"AI can help with language, especially in English or German. But I would not trust it fully. I would do AI draft, then human review, maybe a mentor or friend.",language barrier; trust/safety experience; human coaching experience,human adds nuance and context,hybrid,trust; context
U1833-2,Master Interviews Transcripts.txt,Pierre,3613,3613,"Because AI can make it generic, like everyone.",ai tool usage,template advice undermines trust,ai,general
U1834-1,Master Interviews Transcripts.txt,Anna,3614,3614,Fifth task: portfolio critique.,portfolio/case study feedback,interpretive context,general,general
U1835-1,Master Interviews Transcripts.txt,Pierre,3615,3615,"Human, definitely. Portfolio is taste, narrative, what to show, what not. AI can give general tips, but not a deep critique.",portfolio/case study feedback; human coaching experience; ai tool usage,interpretive context,hybrid,general
U1835-2,Master Interviews Transcripts.txt,Pierre,3615,3615,A mentor who has hired designers is best.,human coaching experience,interpretive context,human,general
U1836-1,Master Interviews Transcripts.txt,Anna,3616,3616,"Sixth task: ideation for a side project, like a portfolio piece.",portfolio/case study feedback,interpretive context,general,general
U1837-1,Master Interviews Transcripts.txt,Pierre,3617,3617,"AI is very useful for ideation prompts, because it can push you out of your default. Like, propose project themes combining sustainability, mobility, circular design, whatever. But then I choose and shape it.",ai tool usage,interpretive context,ai,general
U1837-2,Master Interviews Transcripts.txt,Pierre,3617,3617,"So AI for sparks, human for meaning.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1838-1,Master Interviews Transcripts.txt,Anna,3618,3618,"If you had to summarise, what is AI good at, and what is it bad at, for you?",ai tool usage,interpretive context,ai,general
U1839-1,Master Interviews Transcripts.txt,Pierre,3619,3619,"AI is good at speed, variation, structure, language cleaning. Bad at nuance, taste, context, and emotional truth. And also it can be too generic, like it averages.",language barrier; ai tool usage; emotional support,template advice undermines trust; human adds nuance and context; emotional support is limited,ai,context; emotional support
U1840-1,Master Interviews Transcripts.txt,Anna,3620,3620,And humans?,human coaching experience,interpretive context,human,general
U1841-1,Master Interviews Transcripts.txt,Pierre,3621,3621,"Humans are good at seeing you, being honest, context, and credibility. But humans are slow, expensive, sometimes biased, sometimes inconsistent. And some humans are nice but not useful.",human coaching experience; context sensitivity,human adds nuance and context,human,context
U1842-1,Master Interviews Transcripts.txt,Anna,3622,3623,"Aha, thank you 7. Trust–effectiveness link",trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1843-1,Master Interviews Transcripts.txt,Anna,3624,3624,"Now I want to explore the link between trust and effectiveness in your experience. When you think about human mentoring, how does trust affect whether it is effective?",trust/safety experience; perceived effectiveness; human coaching experience,interpretive context,human,trust; effectiveness
U1844-1,Master Interviews Transcripts.txt,Pierre,3625,3625,"Trust is like the entry ticket. If I do not trust the mentor, I will not share the real fears, like the prestige anxiety, family pressure, or that I feel stuck. Then the mentor can only give surface advice, like improve your CV.",cv wording; trust/safety experience; human coaching experience,interpretive context,human,trust
U1844-2,Master Interviews Transcripts.txt,Pierre,3625,3625,So trust enables depth. And depth makes it effective.,trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1845-1,Master Interviews Transcripts.txt,Anna,3626,3626,"What creates that trust, specifically?",trust/safety experience,interpretive context,general,trust
U1846-1,Master Interviews Transcripts.txt,Pierre,3627,3627,"For humans, it is competence and honesty. Competence means they know the domain, like hardware careers, not just general coaching. Honesty means they tell you what you need to hear, not what you want.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1846-2,Master Interviews Transcripts.txt,Pierre,3627,3627,"Also confidentiality. And feeling seen, like they remember details, they understand my context. And structure, like there is a process.",privacy concern; ai tool usage; actionability/structure,human adds nuance and context,ai,privacy; context
U1847-1,Master Interviews Transcripts.txt,Anna,3628,3628,Does trust always lead to effectiveness?,trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1848-1,Master Interviews Transcripts.txt,Pierre,3629,3629,"Not always. Like with my colleague, I trust him, but his advice was not actionable. So trust is necessary, but not sufficient.",trust/safety experience; actionability/structure,effectiveness equals actionability,general,trust; actionability
U1848-2,Master Interviews Transcripts.txt,Pierre,3629,3629,You can trust someone and still not get results.,trust/safety experience,interpretive context,general,trust
U1849-1,Master Interviews Transcripts.txt,Anna,3630,3630,And can you have effectiveness without trust?,trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1850-1,Master Interviews Transcripts.txt,Pierre,3631,3631,"Yes, like AI naming. Or even with humans, maybe a recruiter gives you a tip that works, but you do not trust their motives, because they want to place you. Still, the tip can be useful.",trust/safety experience; human coaching experience; ai tool usage,interpretive context,hybrid,trust
U1850-2,Master Interviews Transcripts.txt,Pierre,3631,3631,"So effectiveness can happen without full trust, but it is limited.",trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U1851-1,Master Interviews Transcripts.txt,Anna,3632,3632,How does trust affect your willingness to act on advice?,trust/safety experience,interpretive context,general,trust
U1852-1,Master Interviews Transcripts.txt,Pierre,3633,3633,"If I trust, I act more. Because I believe the advice fits me. If I do not trust, I might still use it, but I treat it like input, not guidance.",trust/safety experience; matching/fit; ethical boundary concern,matching drives trust; ethics and honesty shape trust,general,trust; ethics
U1852-2,Master Interviews Transcripts.txt,Pierre,3633,3633,"Like, I take it, but I do not commit.",general career context,interpretive context,general,general
U1853-1,Master Interviews Transcripts.txt,Anna,3634,3634,"And for AI, how does trust relate to effectiveness?",trust/safety experience; perceived effectiveness; ai tool usage,interpretive context,ai,trust; effectiveness
U1854-1,Master Interviews Transcripts.txt,Pierre,3635,3635,"For AI, trust is more like, do I believe it is accurate for this task. If I trust it for brainstorming, it is effective because I use it. But for self reflection, I do not trust it, so I do not use it, so it is not effective.",trust/safety experience; perceived effectiveness; ai tool usage,ethics and honesty shape trust,ai,trust; effectiveness; ethics
U1854-2,Master Interviews Transcripts.txt,Pierre,3635,3635,"Also, if it gives generic answers, trust goes down quickly.",trust/safety experience,template advice undermines trust,general,trust
U1855-1,Master Interviews Transcripts.txt,Anna,3636,3636,That makes sense. Do you notice any pattern where AI becomes more trusted over time?,trust/safety experience; ai tool usage,interpretive context,ai,trust
U1856-1,Master Interviews Transcripts.txt,Pierre,3637,3637,"Slightly, for specific tasks. Like, I learned what prompts work. So I trust it more in a narrow scope.",trust/safety experience,interpretive context,general,trust
U1856-2,Master Interviews Transcripts.txt,Pierre,3637,3637,But not as a partner. More like a tool.,general career context,interpretive context,general,general
U1857-1,Master Interviews Transcripts.txt,Anna,3638,3638,"If you imagine an AI tool designed specifically for career coaching, would that change trust?",trust/safety experience; human coaching experience; ai tool usage,interpretive context,hybrid,trust
U1858-1,Master Interviews Transcripts.txt,Pierre,3639,3640,"Maybe, if it is more specialized, like it knows the German market, roles, and it is transparent. But still, I would want a human for big decisions. 8.",language barrier; human coaching experience,interpretive context,human,general
U1858-2,Master Interviews Transcripts.txt,Pierre,3639,3640,Preferences and hybrid model reaction,hybrid preference; actionability/structure,effectiveness equals actionability,hybrid,actionability
U1859-1,Master Interviews Transcripts.txt,Anna,3641,3641,"I want to include a short micro-poll, just quick ratings from 0 to 10. 0 means no trust at all, 10 means complete trust. First: your current trust in human coaches or mentors for career topics.",trust/safety experience; human coaching experience,interpretive context,human,trust
U1859-2,Master Interviews Transcripts.txt,Anna,3641,3641,What number comes to mind?,general career context,interpretive context,general,general
U1860-1,Master Interviews Transcripts.txt,Pierre,3642,3642,"For human mentors, I would say 8.",human coaching experience,interpretive context,human,general
U1861-1,Master Interviews Transcripts.txt,Anna,3643,3643,"Why 8, not 10?",general career context,interpretive context,general,general
U1862-1,Master Interviews Transcripts.txt,Pierre,3644,3644,"Because it depends on the person. My mentor was great, but not everyone is. Some coaches are generic or too motivational.",human coaching experience,template advice undermines trust,human,general
U1862-2,Master Interviews Transcripts.txt,Pierre,3644,3644,So I trust humans if they have competence and honesty. But I do not trust the category automatically.,trust/safety experience; human coaching experience,interpretive context,human,trust
U1863-1,Master Interviews Transcripts.txt,Anna,3645,3645,Second: trust in AI tools for career related topics.,trust/safety experience; ai tool usage,interpretive context,ai,trust
U1864-1,Master Interviews Transcripts.txt,Pierre,3646,3646,Maybe 4.,general career context,interpretive context,general,general
U1865-1,Master Interviews Transcripts.txt,Anna,3647,3647,Why 4?,general career context,interpretive context,general,general
U1866-1,Master Interviews Transcripts.txt,Pierre,3648,3648,"Because I trust AI for certain tasks, like brainstorming or language, but not for decisions. And I do not trust nuance. So overall, moderate low.",language barrier; trust/safety experience; ai tool usage,human adds nuance and context,ai,trust; context
U1867-1,Master Interviews Transcripts.txt,Anna,3649,3649,"Third: perceived effectiveness of human mentoring for your situation right now, 0 to 10.",perceived effectiveness; human coaching experience,interpretive context,human,effectiveness
U1868-1,Master Interviews Transcripts.txt,Pierre,3650,3650,"Effectiveness, I would say 7.",perceived effectiveness,interpretive context,general,effectiveness
U1869-1,Master Interviews Transcripts.txt,Anna,3651,3651,Why 7?,general career context,interpretive context,general,general
U1870-1,Master Interviews Transcripts.txt,Pierre,3652,3652,"Because my mentoring helped, it gave me actions and clarity. But it was limited time, three sessions. And it does not remove the structural reality, like corporate slowness or market uncertainty.",perceived effectiveness; human coaching experience; ai tool usage,effectiveness equals actionability,hybrid,effectiveness; actionability
U1870-2,Master Interviews Transcripts.txt,Pierre,3652,3652,"So it was effective, but not a magic solution.",perceived effectiveness,interpretive context,general,effectiveness
U1871-1,Master Interviews Transcripts.txt,Anna,3653,3653,Fourth: perceived effectiveness of AI tools for your situation right now.,perceived effectiveness; ai tool usage,interpretive context,ai,effectiveness
U1872-1,Master Interviews Transcripts.txt,Pierre,3654,3654,"For my situation, maybe 5.",general career context,interpretive context,general,general
U1873-1,Master Interviews Transcripts.txt,Anna,3655,3655,Tell me more.,general career context,interpretive context,general,general
U1874-1,Master Interviews Transcripts.txt,Pierre,3656,3656,"AI is useful as a support tool. It helps me create options, structure, write better. That is effective in small ways.",perceived effectiveness; ai tool usage; emotional support,interpretive context,ai,effectiveness
U1874-2,Master Interviews Transcripts.txt,Pierre,3656,3656,"But for the main dilemma, it is not deeply helpful. So it is in the middle.",ai tool usage,interpretive context,ai,general
U1875-1,Master Interviews Transcripts.txt,Anna,3657,3657,"Thank you. Now, let us talk about preferences. If you could design an ideal support setup for yourself, would you choose human only, AI only, or hybrid?",human coaching experience; ai tool usage; hybrid preference,interpretive context,hybrid,general
U1876-1,Master Interviews Transcripts.txt,Pierre,3658,3658,Hybrid.,hybrid preference,interpretive context,hybrid,general
U1877-1,Master Interviews Transcripts.txt,Anna,3659,3659,"What would hybrid look like for you, concretely?",hybrid preference; actionability/structure,effectiveness equals actionability,hybrid,actionability
U1878-1,Master Interviews Transcripts.txt,Pierre,3660,3660,"I would want AI first for preparation. Like, I input my background, my constraints, and it helps me map options, prepare questions, generate drafts for CV, maybe even propose a plan. Then I want a human mentor to review, challenge, and adapt it to me.",cv wording; human coaching experience; ai tool usage,effectiveness equals actionability,hybrid,actionability
U1878-2,Master Interviews Transcripts.txt,Pierre,3660,3660,"And then maybe AI for follow up, like reminders, templates, and tracking progress. Like, okay, you said you will do one informational interview this week, here is a message draft, here is a checklist. That would be great.",ai tool usage; actionability/structure,template advice undermines trust; ai useful for production tasks,ai,actionability
U1879-1,Master Interviews Transcripts.txt,Anna,3661,3661,What would you not want AI to do in that hybrid model?,ai tool usage; hybrid preference,interpretive context,hybrid,general
U1880-1,Master Interviews Transcripts.txt,Pierre,3662,3662,"I do not want AI to pretend empathy. Like, I hate when it says, I understand how you feel, but it does not. It feels fake.",ai tool usage; ethical boundary concern,trust depends on presence and empathy,ai,general
U1880-2,Master Interviews Transcripts.txt,Pierre,3662,3662,"I would prefer it to be transparent, like, I am a tool, here are options. Also I do not want AI to make big recommendations like, quit your job. That feels dangerous.",ai tool usage,interpretive context,ai,general
U1881-1,Master Interviews Transcripts.txt,Anna,3663,3663,What would you want the human to do that AI cannot?,human coaching experience; ai tool usage,interpretive context,hybrid,general
U1882-1,Master Interviews Transcripts.txt,Pierre,3664,3664,"The human should do the deep conversation, the confrontation, the nuance, the reading between lines. Also taste and portfolio critique. And also credibility.",portfolio/case study feedback; human coaching experience,interpretive context,human,general
U1882-2,Master Interviews Transcripts.txt,Pierre,3664,3664,"Like if a mentor tells me, in Stuttgart hardware, this move makes sense, I believe it more.",human coaching experience; ethical boundary concern,ethics and honesty shape trust,human,ethics
U1883-1,Master Interviews Transcripts.txt,Anna,3665,3665,"Are there any situations where you would prefer AI over a human, even if a human is available?",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1884-1,Master Interviews Transcripts.txt,Pierre,3666,3666,Yes. For quick tasks. Like I need a cover letter draft at midnight.,general career context,interpretive context,general,general
U1884-2,Master Interviews Transcripts.txt,Pierre,3666,3666,"Or I want to brainstorm side project ideas quickly. Or I do not want to bother a human with small questions. Also sometimes with a human, I feel judged.",human coaching experience; ai tool usage; hybrid preference,interpretive context,hybrid,emotional support
U1884-3,Master Interviews Transcripts.txt,Pierre,3666,3666,"With AI, you can ask stupid questions.",ai tool usage,interpretive context,ai,general
U1885-1,Master Interviews Transcripts.txt,Anna,3667,3667,Interesting. So psychological safety can be higher with AI sometimes?,trust/safety experience; ai tool usage,trust depends on presence and empathy,ai,trust
U1886-1,Master Interviews Transcripts.txt,Pierre,3668,3668,"For small things, yes. Because it is not a person. But for big things, I want a person.",general career context,interpretive context,general,general
